Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Amazon.com,478-6835047-1077467,2025-04-14T15:19:00Z,Not Applicable,USD,25.99,1.82,0.0,0,27.81,25.99,1.82,B08F7Q9DLJ,New,1,Visa,Shipped,Delivered,2025-04-17T15:19:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z15IY3X3ZPG4HXE,Anker USB-C Charger 30W,Not Available,Not Available,Not Available,Not Available
Amazon.com,392-2887932-7426756,2025-04-02T00:34:00Z,Not Applicable,USD,44.95,3.15,0.0,0,48.1,44.95,3.15,B07RCNHTLS,New,1,Amex,Shipped,Delivered,2025-04-05T00:34:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZN82WYDXZWP5E0C,Hydro Flask 32 oz,Not Available,Not Available,Not Available,Not Available
Amazon.com,519-0672560-9097712,2025-03-11T18:57:00Z,Not Applicable,USD,139.0,9.73,0.0,0,148.73,139.0,9.73,B09JDVW2DL,New,1,MasterCard,Shipped,Delivered,2025-03-14T18:57:00.000000Z,next-1dc,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z9VJG9R9JQL4LUI,Patagonia Better Sweater Jacket,Not Available,Not Available,Not Available,Not Available
Amazon.com,507-8524059-5164366,2025-01-24T14:46:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B0933BVK6T,New,1,Amex,Shipped,Delivered,2025-01-27T14:46:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZG2ZJCRGA4IPYV8,Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,377-1959993-7141678,2025-02-05T07:41:00Z,Not Applicable,USD,23.5,1.65,0.0,0,25.15,23.5,1.65,B07ZV7MMJ2,New,1,Visa,Shipped,Delivered,2025-02-08T07:41:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZEG5TG18Of5Y58M,Stanley Trigger-Action Travel Mug,Not Available,Not Available,Not Available,Not Available
Amazon.com,833-4882112-7474389,2025-03-16T09:13:00Z,Not Applicable,USD,44.99,3.15,0.0,0,48.14,44.99,3.15,B00U26V4VQ,New,1,Amex,Shipped,Delivered,2025-03-19T09:13:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z0ET9DW5SJZGYJR,Catan Board Game,Not Available,Not Available,Not Available,Not Available
Amazon.com,882-8247692-3417760,2025-01-30T22:29:00Z,Not Applicable,USD,49.99,3.5,0.0,0,53.49,49.99,3.5,B09B8YC8N2,New,1,MasterCard,Shipped,Delivered,2025-02-02T22:29:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZREVWM3OMOSL2VT,Echo Dot 5th Gen Charcoal,Not Available,Not Available,Not Available,Not Available
Amazon.com,476-3310743-2500842,2025-01-17T18:37:00Z,Not Applicable,USD,24.98,1.75,0.0,0,26.73,24.98,1.75,B08KGHBLM9,New,1,Visa,Shipped,Delivered,2025-01-20T18:37:00.000000Z,next-1dc,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z4VC8UW3TXP9YX1,Philips Hue White 2-Bulb Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,711-4932166-2541994,2025-03-22T01:55:00Z,Not Applicable,USD,99.95,6.99,0.0,0,106.94,99.95,6.99,B0B3C78F9N,New,1,MasterCard,Shipped,Delivered,2025-03-25T01:55:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZSXWDCJ4FV2H3SU,Fitbit Inspire 3,Not Available,Not Available,Not Available,Not Available
Amazon.com,196-5170684-7277380,2025-04-06T05:48:00Z,Not Applicable,USD,129.99,9.1,0.0,0,139.09,129.99,9.1,B002VA464S,New,1,Visa,Shipped,Delivered,2025-04-09T05:48:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZKTSM8M9Z1MZU1G,Blue Yeti USB Microphone,Not Available,Not Available,Not Available,Not Available
Amazon.com,873-0385466-8963214,2025-01-11T09:55:00Z,Not Applicable,USD,124.99,8.75,0.0,0,133.74,124.99,8.75,B0874ZC7XR,New,1,Amex,Shipped,Delivered,2025-01-14T09:55:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZLRB8CE5PLFEF8E,Samsung T7 1TB SSD,Not Available,Not Available,Not Available,Not Available
Amazon.com,915-9195950-7035547,2025-02-23T13:15:00Z,Not Applicable,USD,30.0,2.1,0.0,0,32.1,30.0,2.1,B00SNM5US4,New,1,MasterCard,Shipped,Delivered,2025-02-26T13:15:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZRNCR6X4P4SNQJM,Olaplex No.3 Hair Perfector,Not Available,Not Available,Not Available,Not Available
Amazon.com,564-6374003-2825927,2025-03-26T07:06:00Z,Not Applicable,USD,39.99,2.8,0.0,0,42.79,39.99,2.8,B01HEU6A86,New,1,Visa,Shipped,Delivered,2025-03-29T07:06:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZR58DN607BGZ6UW,Crocs Classic Clog,Not Available,Not Available,Not Available,Not Available
Amazon.com,777-3085027-3546621,2025-02-13T01:18:00Z,Not Applicable,USD,35.0,2.45,0.0,0,37.45,35.0,2.45,B01L9WSTBI,New,1,Amex,Shipped,Delivered,2025-02-16T01:18:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZSBZ8FO41TNSC6Q,YETI Rambler 20oz,Not Available,Not Available,Not Available,Not Available
Amazon.com,905-0225612-8979472,2025-02-26T20:51:00Z,Not Applicable,USD,59.99,4.2,0.0,0,64.19,59.99,4.2,B0BSB5MY44,New,1,MasterCard,Shipped,Delivered,2025-03-01T20:51:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZY6N2J5512P6M1N,Sony WH-CH520 Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,667-4392101-0907744,2025-03-04T11:46:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B0933BVK6T,New,1,Visa,Shipped,Delivered,2025-03-07T11:46:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZHMLW6498NUTLJU,Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,533-9594793-4713272,2025-04-10T03:00:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B0933BVK6T,New,1,Amex,Shipped,Delivered,2025-04-13T03:00:00.000000Z,next-1dc,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZJ4VBSPAGS8ZPF5,Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,822-6925305-9091743,2025-01-19T05:10:00Z,Not Applicable,USD,149.99,10.5,0.0,0,160.49,149.99,10.5,B09SWW4MY2,New,1,Visa,Shipped,Delivered,2025-01-22T05:10:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZVH4YI2VZOTWJHW,Kindle Paperwhite 16GB,Not Available,Not Available,Not Available,Not Available
Amazon.com,411-7547038-1672185,2025-01-25T02:25:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B098RKJX9T,New,1,MasterCard,Shipped,Delivered,2025-01-28T02:25:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZS8FKDPD9UHEDNX,Nintendo Switch OLED,Not Available,Not Available,Not Available,Not Available
Amazon.com,736-5243963-9316638,2025-03-28T14:41:00Z,Not Applicable,USD,35.0,2.45,0.0,0,37.45,35.0,2.45,B01L9WSTBI,New,1,Amex,Shipped,Delivered,2025-03-31T14:41:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z8ZMVFE2LX6S4AV,YETI Rambler 20oz,Not Available,Not Available,Not Available,Not Available
Amazon.com,764-3674589-9742671,2025-04-25T08:22:00Z,Not Applicable,USD,24.98,1.75,0.0,0,26.73,24.98,1.75,B08KGHBLM9,New,1,Visa,Shipped,Delivered,2025-04-28T08:22:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z95E17Y6P8Y6GYO,Philips Hue White 2-Bulb Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,524-7355696-2909676,2025-02-11T23:09:00Z,Not Applicable,USD,129.99,9.1,0.0,0,139.09,129.99,9.1,B002VA464S,New,1,MasterCard,Shipped,Delivered,2025-02-14T23:09:00.000000Z,next-1dc,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z6RKL8G51QQ3PQA,Blue Yeti USB Microphone,Not Available,Not Available,Not Available,Not Available
Amazon.com,512-0959054-3156097,2025-03-19T20:58:00Z,Not Applicable,USD,23.5,1.65,0.0,0,25.15,23.5,1.65,B07ZV7MMJ2,New,1,Amex,Shipped,Delivered,2025-03-22T20:58:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z377PGJ9LSIKWWY,Stanley Trigger-Action Travel Mug,Not Available,Not Available,Not Available,Not Available
Amazon.com,333-6105216-0055929,2025-01-09T12:39:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B098RKJX9T,New,1,Visa,Shipped,Delivered,2025-01-12T12:39:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZDJIT5F0KZW3ZSU,Nintendo Switch OLED,Not Available,Not Available,Not Available,Not Available
Amazon.com,867-2605747-8243534,2025-02-07T00:30:00Z,Not Applicable,USD,44.95,3.15,0.0,0,48.1,44.95,3.15,B07RCNHTLS,New,1,MasterCard,Shipped,Delivered,2025-02-10T00:30:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZLX4D7PYSDA5AHC,Hydro Flask 32 oz,Not Available,Not Available,Not Available,Not Available
Amazon.com,675-6853110-2737472,2025-04-20T06:12:00Z,Not Applicable,USD,30.0,2.1,0.0,0,32.1,30.0,2.1,B00SNM5US4,New,1,Amex,Shipped,Delivered,2025-04-23T06:12:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZWST96F5OF9QJRJ,Olaplex No.3 Hair Perfector,Not Available,Not Available,Not Available,Not Available
Amazon.com,651-2819482-1326064,2025-01-13T16:02:00Z,Not Applicable,USD,25.99,1.82,0.0,0,27.81,25.99,1.82,B08F7Q9DLJ,New,1,Visa,Shipped,Delivered,2025-01-16T16:02:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZHXSBR2H0JX66KN,Anker USB-C Charger 30W,Not Available,Not Available,Not Available,Not Available
Amazon.com,807-6941850-4609163,2025-02-21T19:16:00Z,Not Applicable,USD,99.95,6.99,0.0,0,106.94,99.95,6.99,B0B3C78F9N,New,1,MasterCard,Shipped,Delivered,2025-02-24T19:16:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZV0RMWJ5S2QFYI9,Fitbit Inspire 3,Not Available,Not Available,Not Available,Not Available
Amazon.com,723-7863547-1997907,2025-04-09T23:27:00Z,Not Applicable,USD,35.0,2.45,0.0,0,37.45,35.0,2.45,B01L9WSTBI,New,1,Visa,Shipped,Delivered,2025-04-12T23:27:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZK6WMO84UZI8BBF,YETI Rambler 20oz,Not Available,Not Available,Not Available,Not Available
Amazon.com,601-3464839-6573668,2025-03-13T02:48:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B0933BVK6T,New,1,Amex,Shipped,Delivered,2025-03-16T02:48:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZE0X54M0XJB96MY,Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,960-2687069-0920461,2025-02-01T10:05:00Z,Not Applicable,USD,149.99,10.5,0.0,0,160.49,149.99,10.5,B09SWW4MY2,New,1,Visa,Shipped,Delivered,2025-02-04T10:05:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZDSOA3C8R4EE2H7,Kindle Paperwhite 16GB,Not Available,Not Available,Not Available,Not Available
Amazon.com,683-9644042-1216926,2025-02-12T06:54:00Z,Not Applicable,USD,44.99,3.15,0.0,0,48.14,44.99,3.15,B00U26V4VQ,New,1,MasterCard,Shipped,Delivered,2025-02-15T06:54:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZZPSR8H5MTIH8N0,Catan Board Game,Not Available,Not Available,Not Available,Not Available
Amazon.com,537-1386629-0194214,2025-02-03T21:40:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B098RKJX9T,New,1,Amex,Shipped,Delivered,2025-02-06T21:40:00.000000Z,next-1dc,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZQXRMYV63V7LO5Z,Nintendo Switch OLED,Not Available,Not Available,Not Available,Not Available
Amazon.com,429-8500819-7015577,2025-04-01T18:14:00Z,Not Applicable,USD,59.99,4.2,0.0,0,64.19,59.99,4.2,B0BSB5MY44,New,1,Visa,Shipped,Delivered,2025-04-04T18:14:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZEZQKYIH5XFAQZG,Sony WH-CH520 Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,746-6792687-1664398,2025-02-14T08:22:00Z,Not Applicable,USD,99.95,6.99,0.0,0,106.94,99.95,6.99,B0B3C78F9N,New,1,Amex,Shipped,Delivered,2025-02-17T08:22:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZCK72ZUZWR4S3IF,Fitbit Inspire 3,Not Available,Not Available,Not Available,Not Available
Amazon.com,242-5578087-5633298,2025-03-03T23:02:00Z,Not Applicable,USD,59.99,4.2,0.0,0,64.19,59.99,4.2,B0BSB5MY44,New,1,MasterCard,Shipped,Delivered,2025-03-06T23:02:00.000000Z,next-1dc,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z5KOPETYF2EWZCS,Sony WH-CH520 Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,682-1404817-5183610,2025-01-21T01:49:00Z,Not Applicable,USD,24.98,1.75,0.0,0,26.73,24.98,1.75,B08KGHBLM9,New,1,Visa,Shipped,Delivered,2025-01-24T01:49:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZPKUD2ZPYKRP8D4,Philips Hue White 2-Bulb Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,871-5975887-2769003,2025-04-18T12:39:00Z,Not Applicable,USD,23.5,1.65,0.0,0,25.15,23.5,1.65,B07ZV7MMJ2,New,1,MasterCard,Shipped,Delivered,2025-04-21T12:39:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZYAA7M330IURJTN,Stanley Trigger-Action Travel Mug,Not Available,Not Available,Not Available,Not Available
Amazon.com,312-6862038-2364185,2025-02-18T07:30:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B0933BVK6T,New,1,Visa,Shipped,Delivered,2025-02-21T07:30:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z6DS1BRCLW6QPHR,Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,258-6932945-9940422,2025-01-12T05:25:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B0933BVK6T,New,1,Amex,Shipped,Delivered,2025-01-15T05:25:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZLTSTSPUV65ZUKY,Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,184-7005020-9023453,2025-03-09T09:41:00Z,Not Applicable,USD,35.0,2.45,0.0,0,37.45,35.0,2.45,B01L9WSTBI,New,1,Visa,Shipped,Delivered,2025-03-12T09:41:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZY8BJNR6SX57YQS,YETI Rambler 20oz,Not Available,Not Available,Not Available,Not Available
Amazon.com,750-6227781-4725381,2025-04-05T04:00:00Z,Not Applicable,USD,30.0,2.1,0.0,0,32.1,30.0,2.1,B00SNM5US4,New,1,MasterCard,Shipped,Delivered,2025-04-08T04:00:00.000000Z,next-1dc,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZM9J7L68MQOO24A,Olaplex No.3 Hair Perfector,Not Available,Not Available,Not Available,Not Available
Amazon.com,115-2534689-9481674,2025-01-27T18:19:00Z,Not Applicable,USD,99.99,7.0,0.0,0,106.99,99.99,7.0,B098RKJX9T,New,1,Amex,Shipped,Delivered,2025-01-30T18:19:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZBZLH03CWHUBS14,Nintendo Switch OLED,Not Available,Not Available,Not Available,Not Available
Amazon.com,826-6754419-4763061,2025-03-18T16:10:00Z,Not Applicable,USD,44.99,3.15,0.0,0,48.14,44.99,3.15,B00U26V4VQ,New,1,MasterCard,Shipped,Delivered,2025-03-21T16:10:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZM378KCA6HTQQVE,Catan Board Game,Not Available,Not Available,Not Available,Not Available
Amazon.com,423-8216426-2545373,2025-02-22T11:02:00Z,Not Applicable,USD,24.98,1.75,0.0,0,26.73,24.98,1.75,B08KGHBLM9,New,1,Visa,Shipped,Delivered,2025-02-25T11:02:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZK7CMEGKS3UNBD7,Philips Hue White 2-Bulb Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,503-7732844-7426636,2025-04-23T21:57:00Z,Not Applicable,USD,59.99,4.2,0.0,0,64.19,59.99,4.2,B0BSB5MY44,New,1,Amex,Shipped,Delivered,2025-04-26T21:57:00.000000Z,expedited,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1Z4IP5E8XFK39BX0,Sony WH-CH520 Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,337-5859044-4129192,2025-03-06T13:11:00Z,Not Applicable,USD,89.0,6.23,0.0,0,95.23,89.0,6.23,B08PQ2KWHS,New,1,Visa,Shipped,Delivered,2025-03-09T13:11:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZQ4S2TLOG0I4J7T,Instant Pot Duo 7-in-1 6Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,267-1872960-2560724,2025-01-23T02:16:00Z,Not Applicable,USD,30.0,2.1,0.0,0,32.1,30.0,2.1,B00SNM5US4,New,1,MasterCard,Shipped,Delivered,2025-01-26T02:16:00.000000Z,next-1dc,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZPEOVNFNT51TNZT,Olaplex No.3 Hair Perfector,Not Available,Not Available,Not Available,Not Available
Amazon.com,123-1278317-5134587,2025-02-17T18:45:00Z,Not Applicable,USD,14.95,1.05,0.0,0,16.0,14.95,1.05,B089223X6L,New,1,Visa,Shipped,Delivered,2025-02-20T18:45:00.000000Z,standard,123 Maple St  Springfield  IL 62704,123 Maple St  Springfield  IL 62704,UPS 1ZE6J26ZWBFX2C8E,Nalgene 1L Water Bottle,Not Available,Not Available,Not Available,Not Available
